Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Rk2,Team2,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%2,TOV%2,DRB%,FT/FGA2,Arena,Attend,Attend./G
17,Detroit Pistons*,82,19955,39.3,88.6,.444,5.0,14.5,.345,34.3,74.1,.463,21.9,29.7,.739,14.5,34.6,49.1,24.7,7.9,6.9,15.6,22.6,6,Detroit Pistons*,27.9,54,28,53,29,3.87,-0.55,3.31,105.6,101.2,+4.4,87.2,.335,.164,.519,,.472,13.3,31.2,.247,,.461,13.5,73.0,.207,,The Palace of Auburn Hills,905,116,22,076,
5,Miami Heat*,82,19980,41.0,84.3,.486,6.3,16.7,.377,34.7,67.6,.513,21.9,32.6,.672,11.7,34.9,46.7,23.7,7.0,6.3,14.9,24.0,3,Miami Heat*,28.0,59,23,59,23,6.52,-0.76,5.77,110.2,103.1,+7.1,90.8,.387,.198,.559,,.524,13.1,27.0,.260,,.460,12.4,74.1,.242,,AmericanAirlines Arena,815,143,19,882,
1,Phoenix Suns*,82,19780,42.4,88.8,.477,10.1,25.6,.393,32.3,63.1,.512,19.7,26.3,.748,12.2,33.5,45.8,24.4,7.2,5.7,14.2,19.8,2,Phoenix Suns*,25.2,62,20,59,23,7.12,-0.04,7.08,114.5,107.1,+7.4,95.9,.296,.289,.571,,.534,12.4,27.5,.222,,.478,12.0,68.3,.176,,America West Arena,726,066,17,709,
20,Indiana Pacers*,82,19905,36.9,85.3,.432,7.5,21.8,.344,29.4,63.5,.463,24.2,30.5,.792,12.0,33.4,45.4,20.6,8.5,4.9,16.2,26.1,15,Indiana Pacers*,28.3,44,38,43,39,0.76,-0.27,0.49,105.5,104.6,+0.9,87.2,.358,.255,.534,,.476,14.1,26.4,.283,,.472,13.6,71.3,.261,,Conseco Fieldhouse,696,764,16,994,
10,Washington Wizards*,82,19780,38.6,88.4,.437,6.7,19.5,.343,31.9,68.9,.463,23.3,32.2,.725,14.7,30.9,45.6,20.3,9.3,4.5,15.2,23.5,16,Washington Wizards*,25.3,45,37,40,42,-0.33,-0.38,-0.71,107.2,107.5,-0.3,93.3,.364,.220,.523,,.474,12.9,31.1,.264,,.498,14.6,70.0,.230,,MCI Center,705,069,17,197,
4,Dallas Mavericks*,82,19730,40.1,87.8,.457,6.1,16.7,.364,34.0,71.1,.479,24.0,30.4,.789,13.0,33.2,46.2,21.1,9.3,6.0,14.5,24.0,4,Dallas Mavericks*,27.7,58,24,57,25,5.74,0.11,5.86,110.3,104.1,+6.2,92.7,.346,.190,.545,,.492,12.5,28.6,.273,,.472,14.3,70.2,.239,,American Airlines Center,822,533,20,062,
2,Seattle SuperSonics*,82,19755,39.8,89.8,.444,9.2,25.2,.365,30.6,64.6,.474,23.3,29.5,.790,14.4,31.9,46.3,20.6,7.6,4.7,15.4,26.9,7,Seattle SuperSonics*,26.0,52,30,48,34,2.29,0.30,2.59,112.2,109.6,+2.6,87.9,.328,.281,.546,,.495,13.0,32.4,.259,,.496,12.9,71.3,.249,,KeyArena at Seattle Center,675,490,16,475,
24,Philadelphia 76ers*,82,19855,37.5,85.8,.437,6.4,18.5,.348,31.1,67.3,.462,22.0,27.9,.789,11.6,32.3,43.9,21.8,9.6,4.1,16.2,23.9,17,Philadelphia 76ers*,26.4,43,39,39,43,-0.74,-0.33,-1.07,103.5,104.3,-0.8,94.9,.326,.216,.528,,.475,14.2,25.4,.257,,.485,15.4,72.7,.267,,Wachovia Center,732,686,17,870,
8,Boston Celtics*,82,19880,39.4,84.3,.468,5.7,16.2,.349,33.8,68.1,.496,23.0,30.1,.764,11.8,31.6,43.3,23.4,8.6,5.5,16.8,25.9,13,Boston Celtics*,27.1,45,37,43,39,0.87,-0.52,0.35,107.5,106.6,+0.9,93.3,.357,.192,.551,,.501,14.7,27.2,.273,,.481,14.2,70.1,.274,,FleetCenter,656,081,16,002,
26,New Jersey Nets*,82,19905,37.3,86.9,.429,5.9,16.3,.362,31.4,70.6,.444,21.0,27.6,.763,11.6,32.3,43.9,24.0,8.8,4.2,15.8,26.9,19,New Jersey Nets*,27.8,42,40,36,46,-1.50,-0.32,-1.82,101.4,103.1,-1.7,89.1,.318,.187,.512,,.463,13.7,25.5,.242,,.479,15.2,73.2,.278,,Continental Airlines Arena,618,681,15,090,
27,Chicago Bulls*,82,19830,37.3,86.3,.432,6.7,18.8,.357,30.6,67.5,.453,20.1,26.8,.750,13.1,33.9,47.0,22.8,7.5,4.8,17.9,26.6,12,Chicago Bulls*,25.0,47,35,44,38,1.06,-0.41,0.65,101.4,100.3,+1.1,92.4,.311,.217,.517,,.471,15.5,28.4,.233,,.454,14.4,72.6,.262,,United Center,828,384,20,204,
14,Houston Rockets*,82,19855,38.8,87.4,.443,7.5,20.7,.364,31.2,66.7,.468,21.1,27.0,.781,11.9,35.4,47.3,23.6,7.7,5.1,15.5,24.6,5,Houston Rockets*,29.7,51,31,53,29,4.04,0.23,4.27,106.2,101.7,+4.5,88.8,.309,.237,.534,,.486,13.5,26.3,.242,,.459,12.9,74.5,.245,,Toyota Center,663,444,16,182,
19,Memphis Grizzlies*,82,19705,38.6,86.3,.447,7.3,20.5,.357,31.3,65.9,.475,21.0,27.9,.754,12.2,31.8,44.0,23.6,9.6,6.6,16.5,26.3,8,Memphis Grizzlies*,26.3,45,37,48,34,2.29,0.34,2.64,105.5,102.9,+2.6,88.5,.323,.237,.535,,.489,14.3,27.1,.243,,.466,15.4,69.9,.270,,FedEx Forum,691,362,16,862,
16,Denver Nuggets*,82,19755,39.5,85.9,.459,4.2,12.2,.340,35.3,73.7,.479,22.9,30.0,.763,12.6,32.1,44.7,25.4,9.7,6.4,15.9,24.4,10,Denver Nuggets*,26.7,49,33,47,35,2.02,0.20,2.23,106.0,103.9,+2.1,93.5,.350,.142,.535,,.483,13.8,28.4,.267,,.482,15.1,71.7,.247,,Pepsi Center,723,949,17,657,
3,Sacramento Kings*,82,19855,41.6,90.7,.459,6.8,18.1,.374,34.8,72.5,.480,20.5,26.0,.787,13.3,31.9,45.2,26.0,8.8,4.1,13.9,21.9,9,Sacramento Kings*,27.7,50,32,47,35,2.16,0.40,2.56,110.5,108.2,+2.3,93.0,.287,.200,.541,,.496,12.0,28.8,.226,,.493,13.3,69.0,.214,,ARCO Arena (II),709,997,17,317,
