Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Rk2,Team2,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%2,TOV%2,DRB%,FT/FGA2,Arena,Attend,Attend./G
3,Los Angeles Lakers*,82,19780,42.6,89.8,.474,7.0,19.5,.361,35.5,70.3,.505,20.7,26.9,.770,13.1,33.3,46.3,24.5,9.2,5.4,14.2,21.8,3,Los Angeles Lakers*,27.4,65,17,61,21,7.66,-0.55,7.11,112.8,104.7,+8.1,94.3,.299,.217,.555,,.513,12.3,29.4,.230,,.490,14.2,73.0,.213,,STAPLES Center,778,877,18,997,
11,Orlando Magic*,82,19730,38.6,84.5,.457,10.8,28.3,.381,27.8,56.2,.495,21.2,29.7,.715,10.8,35.9,46.7,21.0,7.5,5.8,15.0,21.9,4,Orlando Magic*,27.3,59,23,59,23,6.70,-0.21,6.48,109.2,101.9,+7.3,92.3,.351,.335,.559,,.520,13.4,24.0,.251,,.465,12.3,75.9,.209,,Amway Arena,698,768,17,043,
3,Los Angeles Lakers*,82,19780,42.6,89.8,.474,7.0,19.5,.361,35.5,70.3,.505,20.7,26.9,.770,13.1,33.3,46.3,24.5,9.2,5.4,14.2,21.8,3,Los Angeles Lakers*,27.4,65,17,61,21,7.66,-0.55,7.11,112.8,104.7,+8.1,94.3,.299,.217,.555,,.513,12.3,29.4,.230,,.490,14.2,73.0,.213,,STAPLES Center,778,877,18,997,
4,Cleveland Cavaliers*,82,19780,41.3,88.3,.468,9.0,22.8,.393,32.4,65.4,.495,20.8,27.5,.757,12.1,35.2,47.3,22.7,8.1,5.9,14.3,22.7,1,Cleveland Cavaliers*,26.6,66,16,65,17,8.93,-0.25,8.68,112.4,102.4,+10.0,88.7,.312,.259,.560,,.519,12.5,27.7,.236,,.468,13.5,74.6,.226,,Quicken Loans Arena,841,000,20,512,
11,Orlando Magic*,82,19730,38.6,84.5,.457,10.8,28.3,.381,27.8,56.2,.495,21.2,29.7,.715,10.8,35.9,46.7,21.0,7.5,5.8,15.0,21.9,4,Orlando Magic*,27.3,59,23,59,23,6.70,-0.21,6.48,109.2,101.9,+7.3,92.3,.351,.335,.559,,.520,13.4,24.0,.251,,.465,12.3,75.9,.209,,Amway Arena,698,768,17,043,
7,Denver Nuggets*,82,19730,39.5,84.0,.470,7.1,19.1,.371,32.4,64.9,.499,24.4,32.1,.760,11.7,32.4,44.0,23.5,9.2,6.3,16.2,24.2,8,Denver Nuggets*,27.7,54,28,50,32,3.41,-0.29,3.13,110.4,106.8,+3.6,94.3,.382,.227,.563,,.512,14.2,27.5,.290,,.485,14.1,71.7,.259,,Pepsi Center,706,165,17,224,
3,Los Angeles Lakers*,82,19780,42.6,89.8,.474,7.0,19.5,.361,35.5,70.3,.505,20.7,26.9,.770,13.1,33.3,46.3,24.5,9.2,5.4,14.2,21.8,3,Los Angeles Lakers*,27.4,65,17,61,21,7.66,-0.55,7.11,112.8,104.7,+8.1,94.3,.299,.217,.555,,.513,12.3,29.4,.230,,.490,14.2,73.0,.213,,STAPLES Center,778,877,18,997,
10,Atlanta Hawks*,82,19705,40.2,87.7,.458,8.1,22.2,.366,32.1,65.5,.490,20.9,28.3,.737,11.8,32.8,44.6,22.5,8.2,5.1,14.2,21.9,12,Atlanta Hawks*,25.8,47,35,46,36,1.57,0.13,1.70,109.3,107.6,+1.7,89.6,.323,.253,.546,,.504,12.5,26.0,.238,,.494,13.2,71.6,.210,,Philips Arena,686,688,16,748,
5,Boston Celtics*,82,19880,41.1,84.6,.486,7.2,18.1,.397,33.9,66.5,.510,21.2,27.7,.765,11.6,34.5,46.1,24.9,8.3,5.2,17.1,25.3,2,Boston Celtics*,27.8,62,20,61,21,7.51,-0.07,7.44,110.5,102.3,+8.2,90.4,.328,.214,.571,,.528,15.0,27.9,.251,,.470,14.0,75.6,.253,,TD Banknorth Garden,763,584,18,624,
4,Cleveland Cavaliers*,82,19780,41.3,88.3,.468,9.0,22.8,.393,32.4,65.4,.495,20.8,27.5,.757,12.1,35.2,47.3,22.7,8.1,5.9,14.3,22.7,1,Cleveland Cavaliers*,26.6,66,16,65,17,8.93,-0.25,8.68,112.4,102.4,+10.0,88.7,.312,.259,.560,,.519,12.5,27.7,.236,,.468,13.5,74.6,.226,,Quicken Loans Arena,841,000,20,512,
11,Orlando Magic*,82,19730,38.6,84.5,.457,10.8,28.3,.381,27.8,56.2,.495,21.2,29.7,.715,10.8,35.9,46.7,21.0,7.5,5.8,15.0,21.9,4,Orlando Magic*,27.3,59,23,59,23,6.70,-0.21,6.48,109.2,101.9,+7.3,92.3,.351,.335,.559,,.520,13.4,24.0,.251,,.465,12.3,75.9,.209,,Amway Arena,698,768,17,043,
6,Dallas Mavericks*,82,19805,41.4,89.7,.462,7.6,21.6,.350,33.9,68.1,.498,20.1,24.5,.819,12.0,34.4,46.4,23.6,7.8,5.7,13.8,21.2,10,Dallas Mavericks*,29.0,50,32,47,35,1.98,-0.30,1.68,110.5,108.4,+2.1,91.5,.274,.241,.550,,.504,12.1,26.6,.224,,.493,12.3,74.6,.225,,American Airlines Center,821,723,20,042,
7,Denver Nuggets*,82,19730,39.5,84.0,.470,7.1,19.1,.371,32.4,64.9,.499,24.4,32.1,.760,11.7,32.4,44.0,23.5,9.2,6.3,16.2,24.2,8,Denver Nuggets*,27.7,54,28,50,32,3.41,-0.29,3.13,110.4,106.8,+3.6,94.3,.382,.227,.563,,.512,14.2,27.5,.290,,.485,14.1,71.7,.259,,Pepsi Center,706,165,17,224,
14,Houston Rockets*,82,19805,39.8,87.7,.453,8.3,22.2,.375,31.4,65.4,.480,20.6,25.6,.805,11.6,35.8,47.3,22.3,7.4,4.8,15.6,20.9,6,Houston Rockets*,27.9,53,29,53,29,4.00,-0.27,3.73,108.4,104.0,+4.4,90.2,.292,.254,.548,,.501,13.6,26.4,.235,,.479,11.9,75.3,.192,,Toyota Center,717,669,17,504,
3,Los Angeles Lakers*,82,19780,42.6,89.8,.474,7.0,19.5,.361,35.5,70.3,.505,20.7,26.9,.770,13.1,33.3,46.3,24.5,9.2,5.4,14.2,21.8,3,Los Angeles Lakers*,27.4,65,17,61,21,7.66,-0.55,7.11,112.8,104.7,+8.1,94.3,.299,.217,.555,,.513,12.3,29.4,.230,,.490,14.2,73.0,.213,,STAPLES Center,778,877,18,997,
