Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Rk2,Team2,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%2,TOV%2,DRB%,FT/FGA2,Arena,Attend,Attend./G
6,Los Angeles Lakers*,82,19805,40.7,88.7,.459,4.5,13.6,.329,36.3,75.2,.482,21.4,30.7,.696,14.5,35.5,50.0,24.9,8.0,6.9,14.8,23.9,1,Los Angeles Lakers*,29.2,67,15,64,18,8.55,-0.14,8.41,107.3,98.2,+9.1,93.3,.346,.153,.525,,.484,12.7,30.6,.241,,.443,13.4,73.1,.222,,STAPLES Center,771,420,,
1,Indiana Pacers*,82,19730,39.8,86.8,.459,7.6,19.4,.392,32.2,67.3,.478,21.3,26.2,.811,11.0,34.1,45.1,24.3,7.3,5.5,15.1,23.3,6,Indiana Pacers*,30.4,56,26,54,28,4.60,-0.45,4.15,108.5,103.6,+4.9,93.1,.302,.224,.552,,.503,13.3,24.9,.245,,.469,12.6,71.5,.197,,Conseco Fieldhouse,752,145,,
6,Los Angeles Lakers*,82,19805,40.7,88.7,.459,4.5,13.6,.329,36.3,75.2,.482,21.4,30.7,.696,14.5,35.5,50.0,24.9,8.0,6.9,14.8,23.9,1,Los Angeles Lakers*,29.2,67,15,64,18,8.55,-0.14,8.41,107.3,98.2,+9.1,93.3,.346,.153,.525,,.484,12.7,30.6,.241,,.443,13.4,73.1,.222,,STAPLES Center,771,420,,
1,Indiana Pacers*,82,19730,39.8,86.8,.459,7.6,19.4,.392,32.2,67.3,.478,21.3,26.2,.811,11.0,34.1,45.1,24.3,7.3,5.5,15.1,23.3,6,Indiana Pacers*,30.4,56,26,54,28,4.60,-0.45,4.15,108.5,103.6,+4.9,93.1,.302,.224,.552,,.503,13.3,24.9,.245,,.469,12.6,71.5,.197,,Conseco Fieldhouse,752,145,,
21,New York Knicks*,82,19830,39.3,86.5,.455,4.8,12.7,.375,34.6,73.8,.468,19.1,24.5,.781,10.9,34.2,45.1,21.6,7.0,4.7,16.3,26.9,11,New York Knicks*,29.5,50,32,46,36,1.46,-0.16,1.30,102.5,100.9,+1.6,89.2,.283,.147,.527,,.482,14.4,24.7,.221,,.455,13.6,73.1,.251,,Madison Square Garden (IV),810,103,,
6,Los Angeles Lakers*,82,19805,40.7,88.7,.459,4.5,13.6,.329,36.3,75.2,.482,21.4,30.7,.696,14.5,35.5,50.0,24.9,8.0,6.9,14.8,23.9,1,Los Angeles Lakers*,29.2,67,15,64,18,8.55,-0.14,8.41,107.3,98.2,+9.1,93.3,.346,.153,.525,,.484,12.7,30.6,.241,,.443,13.4,73.1,.222,,STAPLES Center,771,420,,
3,Portland Trail Blazers*,82,19780,40.8,86.8,.470,5.5,15.2,.361,35.3,71.6,.493,20.8,27.4,.760,13.0,34.6,47.6,26.0,8.5,5.3,16.8,25.2,2,Portland Trail Blazers*,29.6,59,23,59,23,6.40,-0.04,6.36,107.9,100.8,+7.1,89.9,.316,.175,.546,,.501,14.5,30.3,.240,,.461,13.8,72.4,.217,,Rose Garden Arena,835,078,,
1,Indiana Pacers*,82,19730,39.8,86.8,.459,7.6,19.4,.392,32.2,67.3,.478,21.3,26.2,.811,11.0,34.1,45.1,24.3,7.3,5.5,15.1,23.3,6,Indiana Pacers*,30.4,56,26,54,28,4.60,-0.45,4.15,108.5,103.6,+4.9,93.1,.302,.224,.552,,.503,13.3,24.9,.245,,.469,12.6,71.5,.197,,Conseco Fieldhouse,752,145,,
17,Miami Heat*,82,19830,40.1,87.2,.460,6.0,16.2,.371,34.1,71.0,.481,18.2,24.7,.736,12.4,35.3,47.8,26.1,7.9,7.1,16.6,26.3,7,Miami Heat*,29.2,52,30,50,32,3.11,-0.36,2.75,104.5,101.0,+3.5,89.7,.283,.186,.533,,.495,14.5,28.2,.208,,.453,13.3,72.9,.229,,AmericanAirlines Arena,706,725,,
21,New York Knicks*,82,19830,39.3,86.5,.455,4.8,12.7,.375,34.6,73.8,.468,19.1,24.5,.781,10.9,34.2,45.1,21.6,7.0,4.7,16.3,26.9,11,New York Knicks*,29.5,50,32,46,36,1.46,-0.16,1.30,102.5,100.9,+1.6,89.2,.283,.147,.527,,.482,14.4,24.7,.221,,.455,13.6,73.1,.251,,Madison Square Garden (IV),810,103,,
25,Philadelphia 76ers*,82,19830,39.1,88.5,.442,2.7,8.4,.323,36.4,80.1,.454,20.6,29.1,.708,15.0,32.2,47.2,23.7,10.3,5.0,16.8,25.3,13,Philadelphia 76ers*,27.1,49,33,45,37,1.34,-0.32,1.02,101.5,100.0,+1.5,92.7,.329,.095,.501,,.457,14.2,31.4,.233,,.466,16.2,69.9,.229,,First Union Center,756,956,,
6,Los Angeles Lakers*,82,19805,40.7,88.7,.459,4.5,13.6,.329,36.3,75.2,.482,21.4,30.7,.696,14.5,35.5,50.0,24.9,8.0,6.9,14.8,23.9,1,Los Angeles Lakers*,29.2,67,15,64,18,8.55,-0.14,8.41,107.3,98.2,+9.1,93.3,.346,.153,.525,,.484,12.7,30.6,.241,,.443,13.4,73.1,.222,,STAPLES Center,771,420,,
16,Phoenix Suns*,82,19805,39.9,87.3,.457,5.9,16.1,.368,34.0,71.2,.477,18.9,24.9,.759,13.2,33.0,46.1,27.0,9.6,5.6,17.6,25.4,4,Phoenix Suns*,28.6,53,29,56,26,5.22,0.02,5.24,104.6,99.0,+5.6,94.0,.286,.184,.532,,.491,15.2,29.3,.217,,.454,15.7,70.5,.245,,America West Arena,773,115,,
3,Portland Trail Blazers*,82,19780,40.8,86.8,.470,5.5,15.2,.361,35.3,71.6,.493,20.8,27.4,.760,13.0,34.6,47.6,26.0,8.5,5.3,16.8,25.2,2,Portland Trail Blazers*,29.6,59,23,59,23,6.40,-0.04,6.36,107.9,100.8,+7.1,89.9,.316,.175,.546,,.501,14.5,30.3,.240,,.461,13.8,72.4,.217,,Rose Garden Arena,835,078,,
4,Utah Jazz*,82,19755,40.1,86.5,.464,4.5,11.6,.385,35.7,74.9,.476,22.5,29.1,.773,12.7,32.9,45.6,27.7,8.5,6.0,16.5,27.3,5,Utah Jazz*,31.5,55,27,54,28,4.46,0.05,4.52,107.3,102.3,+5.0,89.6,.337,.134,.540,,.490,14.3,29.5,.260,,.477,15.0,73.2,.256,,Delta Center,801,268,,
