Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Rk2,Team2,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%2,TOV%2,DRB%,FT/FGA2,Arena,Attend,Attend./G
3,Cleveland Cavaliers*,82,19855,41.1,89.3,.460,11.4,31.5,.362,29.7,57.8,.514,17.3,23.1,.748,11.3,36.0,47.3,24.1,7.1,4.1,14.4,21.6,4,Cleveland Cavaliers*,28.1,57,25,57,25,6.00,-0.55,5.45,110.9,104.5,+6.4,93.3,.259,.352,.558,,.524,12.7,25.1,.194,,.496,12.6,78.5,.205,,Quicken Loans Arena,843,042,20,562,
3,Cleveland Cavaliers*,82,19855,41.1,89.3,.460,11.4,31.5,.362,29.7,57.8,.514,17.3,23.1,.748,11.3,36.0,47.3,24.1,7.1,4.1,14.4,21.6,4,Cleveland Cavaliers*,28.1,57,25,57,25,6.00,-0.55,5.45,110.9,104.5,+6.4,93.3,.259,.352,.558,,.524,12.7,25.1,.194,,.496,12.6,78.5,.205,,Quicken Loans Arena,843,042,20,562,
1,Golden State Warriors*,82,19880,42.4,87.0,.487,13.1,31.5,.416,29.3,55.5,.528,16.6,21.8,.763,9.9,36.1,46.0,28.8,8.4,6.1,15.1,20.7,2,Golden State Warriors*,27.4,73,9,65,17,10.76,-0.38,10.38,114.5,103.8,+10.7,99.3,.250,.362,.593,,.563,13.5,23.5,.191,,.479,12.6,76.0,.208,,Oracle Arena,803,436,19,596,
3,Cleveland Cavaliers*,82,19855,41.1,89.3,.460,11.4,31.5,.362,29.7,57.8,.514,17.3,23.1,.748,11.3,36.0,47.3,24.1,7.1,4.1,14.4,21.6,4,Cleveland Cavaliers*,28.1,57,25,57,25,6.00,-0.55,5.45,110.9,104.5,+6.4,93.3,.259,.352,.558,,.524,12.7,25.1,.194,,.496,12.6,78.5,.205,,Quicken Loans Arena,843,042,20,562,
5,Toronto Raptors*,82,19780,39.3,87.1,.451,9.2,25.0,.370,30.0,62.1,.483,22.2,28.6,.777,10.9,35.6,46.5,20.1,8.3,5.9,14.0,21.0,5,Toronto Raptors*,26.3,56,26,53,29,4.50,-0.42,4.08,110.0,105.2,+4.8,92.9,.328,.287,.552,,.504,12.3,24.6,.255,,.498,12.7,77.7,.201,,Air Canada Centre,812,863,19,826,
1,Golden State Warriors*,82,19880,42.4,87.0,.487,13.1,31.5,.416,29.3,55.5,.528,16.6,21.8,.763,9.9,36.1,46.0,28.8,8.4,6.1,15.1,20.7,2,Golden State Warriors*,27.4,73,9,65,17,10.76,-0.38,10.38,114.5,103.8,+10.7,99.3,.250,.362,.593,,.563,13.5,23.5,.191,,.479,12.6,76.0,.208,,Oracle Arena,803,436,19,596,
2,Oklahoma City Thunder*,82,19830,42.2,88.6,.476,8.5,24.3,.349,33.7,64.3,.524,20.2,25.9,.782,13.4,36.5,49.9,23.6,7.5,6.1,16.3,21.2,3,Oklahoma City Thunder*,25.8,55,27,59,23,7.28,-0.19,7.09,113.1,105.6,+7.5,96.7,.292,.275,.565,,.524,14.0,31.1,.228,,.484,11.7,76.0,.205,,Chesapeake Energy Arena,746,323,18,203,
22,Atlanta Hawks*,82,19830,39.5,86.3,.458,10.2,29.0,.350,29.3,57.3,.512,16.0,20.4,.783,8.5,34.5,43.0,26.2,9.3,6.1,15.3,19.6,7,Atlanta Hawks*,28.2,48,34,51,31,3.61,-0.12,3.49,105.1,101.4,+3.7,97.1,.237,.336,.552,,.516,13.8,19.1,.185,,.480,14.4,74.6,.194,,Philips Arena,690,150,16,833,
3,Cleveland Cavaliers*,82,19855,41.1,89.3,.460,11.4,31.5,.362,29.7,57.8,.514,17.3,23.1,.748,11.3,36.0,47.3,24.1,7.1,4.1,14.4,21.6,4,Cleveland Cavaliers*,28.1,57,25,57,25,6.00,-0.55,5.45,110.9,104.5,+6.4,93.3,.259,.352,.558,,.524,12.7,25.1,.194,,.496,12.6,78.5,.205,,Quicken Loans Arena,843,042,20,562,
13,Miami Heat*,82,19830,40.7,86.6,.470,6.4,19.1,.336,34.3,67.5,.508,18.2,24.4,.744,10.4,36.4,46.8,22.1,7.2,6.9,14.9,19.4,11,Miami Heat*,28.4,48,34,46,36,1.65,-0.14,1.50,106.1,104.4,+1.7,93.6,.282,.221,.545,,.508,13.3,23.8,.210,,.485,12.1,77.8,.196,,AmericanAirlines Arena,809,350,19,740,
5,Toronto Raptors*,82,19780,39.3,87.1,.451,9.2,25.0,.370,30.0,62.1,.483,22.2,28.6,.777,10.9,35.6,46.5,20.1,8.3,5.9,14.0,21.0,5,Toronto Raptors*,26.3,56,26,53,29,4.50,-0.42,4.08,110.0,105.2,+4.8,92.9,.328,.287,.552,,.504,12.3,24.6,.255,,.498,12.7,77.7,.201,,Air Canada Centre,812,863,19,826,
1,Golden State Warriors*,82,19880,42.4,87.0,.487,13.1,31.5,.416,29.3,55.5,.528,16.6,21.8,.763,9.9,36.1,46.0,28.8,8.4,6.1,15.1,20.7,2,Golden State Warriors*,27.4,73,9,65,17,10.76,-0.38,10.38,114.5,103.8,+10.7,99.3,.250,.362,.593,,.563,13.5,23.5,.191,,.479,12.6,76.0,.208,,Oracle Arena,803,436,19,596,
2,Oklahoma City Thunder*,82,19830,42.2,88.6,.476,8.5,24.3,.349,33.7,64.3,.524,20.2,25.9,.782,13.4,36.5,49.9,23.6,7.5,6.1,16.3,21.2,3,Oklahoma City Thunder*,25.8,55,27,59,23,7.28,-0.19,7.09,113.1,105.6,+7.5,96.7,.292,.275,.565,,.524,14.0,31.1,.228,,.484,11.7,76.0,.205,,Chesapeake Energy Arena,746,323,18,203,
