8,Chicago Bulls*,82,19855,41.6,92.4,.451,4.2,13.1,.323,37.4,79.3,.471,20.3,27.3,.743,16.9,33.1,50.0,26.5,9.5,4.8,16.0,23.0,3,Chicago Bulls*,31.7,62,20,61,21,7.11,0.13,7.24,107.7,99.8,+7.9,89.0,.295,.141,.516,,.473,13.3,35.7,.219,,.457,14.7,70.6,.220,,United Center,983,444,,
8,Chicago Bulls*,82,19855,41.6,92.4,.451,4.2,13.1,.323,37.4,79.3,.471,20.3,27.3,.743,16.9,33.1,50.0,26.5,9.5,4.8,16.0,23.0,3,Chicago Bulls*,31.7,62,20,61,21,7.11,0.13,7.24,107.7,99.8,+7.9,89.0,.295,.141,.516,,.473,13.3,35.7,.219,,.457,14.7,70.6,.220,,United Center,983,444,,
1,Utah Jazz*,82,19780,40.7,83.2,.490,3.4,9.1,.372,37.3,74.1,.504,27.8,36.0,.773,13.1,32.7,45.8,28.2,8.8,5.6,17.1,26.7,4,Utah Jazz*,29.7,62,20,59,23,6.54,-0.81,5.73,112.7,105.4,+7.3,89.2,.433,.110,.569,,.510,14.8,32.3,.334,,.471,13.5,71.0,.271,,Delta Center,815,889,,
8,Chicago Bulls*,82,19855,41.6,92.4,.451,4.2,13.1,.323,37.4,79.3,.471,20.3,27.3,.743,16.9,33.1,50.0,26.5,9.5,4.8,16.0,23.0,3,Chicago Bulls*,31.7,62,20,61,21,7.11,0.13,7.24,107.7,99.8,+7.9,89.0,.295,.141,.516,,.473,13.3,35.7,.219,,.457,14.7,70.6,.220,,United Center,983,444,,
4,Indiana Pacers*,82,19830,40.2,85.7,.469,5.5,14.2,.390,34.7,71.5,.485,22.5,29.4,.764,12.0,32.3,44.4,26.0,8.9,5.1,16.1,25.6,5,Indiana Pacers*,29.7,58,24,59,23,6.09,0.16,6.25,108.4,101.6,+6.8,87.9,.343,.165,.550,,.502,14.0,27.9,.262,,.453,14.4,67.8,.236,,Market Square Arena,645,302,,
2,Los Angeles Lakers*,82,19830,40.7,84.5,.481,6.4,18.3,.351,34.3,66.2,.517,24.1,35.5,.679,14.0,32.0,45.9,26.0,9.5,7.2,16.2,24.0,1,Los Angeles Lakers*,25.8,61,21,61,21,7.74,-0.87,6.88,111.9,103.7,+8.2,93.6,.420,.216,.559,,.519,14.0,31.6,.285,,.467,14.1,68.8,.245,,Great Western Forum,676,101,,
1,Utah Jazz*,82,19780,40.7,83.2,.490,3.4,9.1,.372,37.3,74.1,.504,27.8,36.0,.773,13.1,32.7,45.8,28.2,8.8,5.6,17.1,26.7,4,Utah Jazz*,29.7,62,20,59,23,6.54,-0.81,5.73,112.7,105.4,+7.3,89.2,.433,.110,.569,,.510,14.8,32.3,.334,,.471,13.5,71.0,.271,,Delta Center,815,889,,
11,Charlotte Hornets*,82,19780,40.3,86.1,.468,4.7,12.3,.383,35.6,73.8,.482,22.3,29.7,.751,13.4,31.8,45.1,26.3,9.4,4.2,16.9,23.8,12,Charlotte Hornets*,29.2,51,31,47,35,2.00,0.45,2.45,107.5,105.3,+2.2,89.4,.345,.142,.542,,.495,14.6,30.4,.259,,.493,14.6,70.8,.224,,Charlotte Coliseum,959,634,,
8,Chicago Bulls*,82,19855,41.6,92.4,.451,4.2,13.1,.323,37.4,79.3,.471,20.3,27.3,.743,16.9,33.1,50.0,26.5,9.5,4.8,16.0,23.0,3,Chicago Bulls*,31.7,62,20,61,21,7.11,0.13,7.24,107.7,99.8,+7.9,89.0,.295,.141,.516,,.473,13.3,35.7,.219,,.457,14.7,70.6,.220,,United Center,983,444,,
4,Indiana Pacers*,82,19830,40.2,85.7,.469,5.5,14.2,.390,34.7,71.5,.485,22.5,29.4,.764,12.0,32.3,44.4,26.0,8.9,5.1,16.1,25.6,5,Indiana Pacers*,29.7,58,24,59,23,6.09,0.16,6.25,108.4,101.6,+6.8,87.9,.343,.165,.550,,.502,14.0,27.9,.262,,.453,14.4,67.8,.236,,Market Square Arena,645,302,,
