5,Los Angeles Lakers*,82,19830,43.0,88.9,.484,2.9,9.6,.304,40.1,79.3,.505,23.2,29.1,.798,13.9,31.4,45.2,26.9,8.3,4.9,15.5,19.6,3,Los Angeles Lakers*,28.4,58,24,59,23,6.74,-0.01,6.73,112.1,105.0,+7.1,94.1,.327,.108,.551,,.500,13.2,33.0,.261,,.474,12.8,68.3,.176,,Great Western Forum,682,024,17,505,
12,Detroit Pistons*,82,19805,42.1,90.6,.465,1.7,5.8,.298,40.4,84.8,.476,22.2,29.2,.763,15.9,32.3,48.2,24.1,6.4,4.8,15.6,24.6,7,Detroit Pistons*,30.5,50,32,50,32,3.27,-0.19,3.08,108.2,104.6,+3.6,91.9,.322,.064,.523,,.474,13.1,34.7,.245,,.464,12.8,71.0,.248,,The Palace of Auburn Hills,879,614,,
2,Portland Trail Blazers*,82,19905,42.9,88.4,.485,4.1,10.8,.377,38.8,77.5,.501,22.9,30.4,.753,14.4,30.7,45.1,27.0,8.7,4.9,15.7,23.7,2,Portland Trail Blazers*,27.9,63,19,62,20,8.68,-0.21,8.47,112.8,104.3,+8.5,100.5,.344,.123,.554,,.509,13.4,33.8,.259,,.473,14.4,70.4,.250,,Memorial Coliseum,528,244,12,884,
13,Philadelphia 76ers*,82,20080,41.1,86.5,.475,2.4,7.7,.316,38.6,78.8,.491,23.3,29.5,.790,12.3,31.2,43.5,22.8,8.5,6.0,15.4,20.3,15,Philadelphia 76ers*,28.4,44,38,41,41,-0.18,-0.21,-0.39,107.9,108.1,-0.2,95.7,.342,.089,.542,,.489,13.4,28.1,.270,,.489,12.5,68.3,.187,,The Spectrum,624,582,,
3,Boston Celtics*,82,19805,45.5,88.8,.512,1.3,4.3,.315,44.1,84.5,.522,20.3,24.6,.824,13.4,33.2,46.6,26.6,8.3,7.0,16.2,20.9,5,Boston Celtics*,28.2,56,26,56,26,5.82,-0.60,5.22,112.6,106.7,+5.9,98.5,.277,.048,.565,,.520,14.0,33.0,.228,,.465,11.7,69.3,.217,,Boston Garden,611,537,,
6,Golden State Warriors*,82,19805,41.7,85.9,.485,3.2,9.4,.337,38.6,76.6,.504,25.3,32.3,.783,13.0,27.0,40.0,22.9,9.4,4.4,15.9,25.8,11,Golden State Warriors*,26.5,44,38,45,37,1.63,0.09,1.72,111.9,110.3,+1.6,103.6,.376,.109,.559,,.504,13.7,31.0,.294,,.497,15.2,64.1,.289,,Oakland-Alameda County Coliseum Arena,616,025,,
11,Utah Jazz*,82,19780,40.9,83.3,.492,1.9,5.8,.323,39.1,77.4,.504,24.9,31.5,.789,11.0,31.5,42.6,28.2,8.3,5.7,16.6,22.9,8,Utah Jazz*,28.7,54,28,50,32,3.33,-0.15,3.18,108.6,105.1,+3.5,95.3,.378,.070,.559,,.503,14.6,27.6,.298,,.473,13.7,69.2,.230,,Salt Palace,514,751,,
7,Indiana Pacers*,82,19805,42.1,85.3,.493,3.0,9.1,.332,39.0,76.2,.513,24.5,30.2,.811,12.4,29.0,41.4,26.6,8.0,4.4,16.5,25.5,16,Indiana Pacers*,26.4,41,41,40,42,-0.39,0.02,-0.37,111.7,112.1,-0.4,99.4,.354,.107,.566,,.511,14.4,30.6,.287,,.503,13.1,66.4,.254,,Market Square Arena,465,650,,
16,New York Knicks*,82,19955,41.9,86.4,.485,2.3,7.1,.332,39.6,79.3,.499,20.9,27.2,.770,13.3,30.9,44.2,27.5,8.1,5.3,17.5,22.3,14,New York Knicks*,28.1,39,43,40,42,-0.23,-0.20,-0.43,107.1,107.3,-0.2,95.0,.315,.082,.544,,.498,15.1,31.1,.242,,.489,13.4,68.5,.205,,Madison Square Garden (IV),654,962,,
8,Atlanta Hawks*,82,19755,41.3,89.0,.464,3.3,10.3,.324,37.9,78.7,.482,25.1,31.3,.800,15.2,29.8,45.0,23.0,9.0,4.6,15.2,21.8,13,Atlanta Hawks*,29.0,43,39,43,39,0.77,-0.05,0.72,110.9,110.1,+0.8,98.6,.352,.116,.540,,.482,12.9,33.1,.282,,.509,13.7,69.1,.220,,Omni Coliseum,529,161,,
9,Milwaukee Bucks*,82,19855,42.0,87.4,.480,3.2,9.5,.341,38.7,77.9,.497,22.6,28.2,.801,13.6,27.2,40.8,26.1,11.2,4.1,16.6,25.6,10,Milwaukee Bucks*,29.3,48,34,48,34,2.48,-0.15,2.33,109.7,107.2,+2.5,96.1,.323,.108,.550,,.499,14.3,31.8,.258,,.500,16.4,66.1,.259,,Bradley Center,673,687,,
14,San Antonio Spurs*,82,19830,41.9,85.8,.488,1.0,3.6,.273,40.9,82.2,.497,23.1,30.2,.766,13.9,32.6,46.5,26.3,8.2,7.0,17.7,23.3,6,San Antonio Spurs*,26.0,55,27,53,29,4.51,-0.21,4.30,107.8,103.3,+4.5,98.6,.352,.043,.544,,.494,15.2,33.3,.269,,.463,13.2,70.3,.228,,HemisFair Arena,651,965,,
